NIT,RAZON_SOCIAL,DEPARTAMENTO,MUNICIPIO,CIIU,DESCRIPCION_CIIU
899999068,ECOPETROL S.A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
900112515,REFINERIA DE CARTAGENA S.A.,BOLÍVAR,CARTAGENA DE INDIAS,1921,Fabricación de productos de la refinación del petróleo
890100577,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5111,Transporte aéreo nacional de pasajeros
830095213,ORGANIZACIÓN TERPEL S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
900156264,NUEVA EMPRESA PROMOTORA DE SALUD S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8430,Actividades de planes de seguridad social de afiliación obligatoria
890904996,EMPRESAS PÚBLICAS DE MEDELLÍN E.S.P. ,ANTIOQUIA,MEDELLÍN,3513,Distribución de energía eléctrica
900276962,D1 S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco"
890900608,ALMACENES EXITO S A,ANTIOQUIA,ENVIGADO,4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco"
800021308,DRUMMOND LTD,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0510,Extracción de hulla (carbón de piedra)
860063875,EMGESA S.A. E.S.P.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",3514,Comercialización de energía eléctrica
800153993,COMUNICACIÓN CELULAR S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6120,Actividades de telecomunicaciones inalámbricas
900480569,JERONIMO MARTINS COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco"
800088702,COMPAÑÍA SURAMERICANA DE SERVICIOS DE SALUD S.A.  SUSALUD MEDICINA PREPAGADA,ANTIOQUIA,MEDELLÍN,8430,Actividades de planes de seguridad social de afiliación obligatoria
890900943,COLOMBIANA DE COMERCIO SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4741,"Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados"
900818921,KOPPS COMMERCIAL S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4632,Comercio al por mayor de bebidas y tabaco
800251440,ENTIDAD PROMOTORA DE SALUD SANITAS S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8430,Actividades de planes de seguridad social de afiliación obligatoria
900531210,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4930,Transporte por tuberías
860002554,PRIMAX COLOMBIA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
860005224,BAVARIA & CIA S.C.A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1103,"Producción de malta, elaboración de cervezas y otras bebidas malteadas"
890107487,SUPERTIENDAS Y DROGUERIAS OLIMPICA S.A,ATLÁNTICO,BARRANQUILLA,4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco"
860069804,CARBONES DEL CERREJON LIMITED ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0510,Extracción de hulla (carbón de piedra)
800130907,SALUD TOTAL EPS-S S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8430,Actividades de planes de seguridad social de afiliación obligatoria
830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P. - TELEFONICA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6110,Actividades de telecomunicaciones alámbricas
900585067,"C.I. TRAFIGURA PETROLEUM COLOMBIA S.A.S,","BOGOTÁ, D.C.","BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
800251163,OLEODUCTO CENTRAL S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4930,Transporte por tuberías
901380930,AIR-E S.A.S. E.S.P.,ATLÁNTICO,BARRANQUILLA,3514,Comercialización de energía eléctrica
901380949,CARIBEMAR DE LA COSTA S.A.S. E.S.P.,BOLÍVAR,CARTAGENA DE INDIAS,3514,Comercialización de energía eléctrica
800242106,SODIMAC COLOMBIA SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4774,Comercio al por menor de otros productos nuevos en establecimientos especializados
860005223,CHEVRON PETROLEUM COMPANY,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
811000740,ISAGEN S.A. E.S.P.,ANTIOQUIA,MEDELLÍN,3511,Generación de energía eléctrica
800249860,CELSIA COLOMBIA S.A. E.S.P. ANTES EMPRESA DE ENERGIA DEL PACIFICO S.A. E.S.P.- EPSA,VALLE DEL CAUCA,YUMBO,3513,Distribución de energía eléctrica
900331322,VERANO ENERGY (SWITZERLAND) AG SUCURSAL,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
860066942,CAJA DE COMPENSACION FAMILIAR COMPENSAR,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7010,Actividades de administración empresarial
800149695,DROGUERIAS Y FARMACIAS CRUZ VERDE SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4773,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados"
890912462,TAMPA CARGO S.A.S,ANTIOQUIA,RIONEGRO,5111,Transporte aéreo nacional de pasajeros
890903858,INDUSTRIA NACIONAL DE GASEOSAS S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1104,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y otras aguas embotelladas"
900226715,COOPERATIVA EMPRESA SOLIDARIA DE SALUD Y DESARROLLO INTEGRAL 'COOSALUD E.S.S.',BOLÍVAR,CARTAGENA DE INDIAS,8430,Actividades de planes de seguridad social de afiliación obligatoria
830003564,FAMISANAR  LTDA.  CAFAM - COLSUBSIDIO E.P.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8430,Actividades de planes de seguridad social de afiliación obligatoria
830126302,FRONTERA ENERGY COLOMBIA CORP SUCURSAL COLOMBIA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
890704196,AEROVIAS DE INTEGRACION REGIONAL S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5111,Transporte aéreo nacional de pasajeros
900155107,CENCOSUD COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco"
900780510,AUTOMOTORES TOYOTA COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos
816001182,AUDIFARMA SA,RISARALDA,PEREIRA,4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
806008394,ASOCIACIÓN MUTUAL SER EMPRESA SOLIDARIA DE SALUD ESS,BOLÍVAR,CARTAGENA DE INDIAS,8430,Actividades de planes de seguridad social de afiliación obligatoria
800007813,VANTI S.A. ESP,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",3520,Producción de gas; distribución de combustibles gaseosos por tuberías
800245746,TERMOBARRANQUILLA S.A. E.S.P.,ATLÁNTICO,SOLEDAD,3511,Generación de energía eléctrica
830136799,BIOMAX BIOCOMBUSTIBLES S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
860016610,INTERCONEXIÓN ELÉCTRICA S.A. E.S.P. - ISA,ANTIOQUIA,MEDELLÍN,3512,Transmisión de energía eléctrica
899999082,GRUPO ENERGÍA DE BOGOTÁ S.A. E.S.P.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",3512,Transmisión de energía eléctrica
860026895,ITALCOL SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1090,Elaboración de alimentos preparados para animales
890901271,CONTEGRAL S.A.S.,ANTIOQUIA,ENVIGADO,1090,Elaboración de alimentos preparados para animales
830078038,CERREJON ZONA NORTE S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0510,Extracción de hulla (carbón de piedra)
811009788,DISTRACOM S.A,ANTIOQUIA,MEDELLÍN,4731,Comercio al por menor de combustible para automotores
890399003,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,VALLE DEL CAUCA,SANTIAGO DE CALI,3514,Comercialización de energía eléctrica
830028931,SAMSUNG ELECTRONICS COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4652,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones"
900493698,GEOPARK COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
890300466,TECNOQUIMICAS S.A.,VALLE DEL CAUCA,SANTIAGO DE CALI,4669,Comercio al por mayor de otros productos n.c.p.
830025205,AES CHIVOR & CIA SCA ESP,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",3511,Generación de energía eléctrica
900646156,TRAFIGURA MARKETING COLOMBIA S.A.S E.S.P,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
890304130,ALIMENTOS CARNICOS S.A.S,ANTIOQUIA,MEDELLÍN,1011,Procesamiento y conservación de carne y productos cárnicos
890903939,POSTOBON S.A.,ANTIOQUIA,MEDELLÍN,1104,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y otras aguas embotelladas"
890100251,CEMENTOS ARGOS S.A,ATLÁNTICO,BARRANQUILLA,2394,"Fabricación de cemento, cal y yeso"
860001697,GASEOSAS LUX SAS,ANTIOQUIA,MEDELLÍN,1104,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y otras aguas embotelladas"
900935126,ASMET SALUD EPS SAS,CAUCA,POPAYÁN,8430,Actividades de planes de seguridad social de afiliación obligatoria
900268747,PAREX RESOURCES (COLOMBIA) AG SUCURSAL,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
890301884,COLOMBINA S A,VALLE DEL CAUCA,ZARZAL,1082,"Elaboración de cacao, chocolate y productos de confitería"
860025792,RENAULT SOCIEDAD DE FABRICACION DE AUTOMOTORES S.A.S  ,ANTIOQUIA,ENVIGADO,2910,Fabricación de vehículos automotores y sus motores
900092385,UNE EPM TELECOMUNICACIONES S.A.,ANTIOQUIA,MEDELLÍN,6110,Actividades de telecomunicaciones alámbricas
860072134,HOCOL S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
901021565,EMSSANAR ENTIDAD PROMOTORA DE SALUD S.A.S,NARIÑO,PASTO,8699,Otras actividades de atención de la salud humana
800059470,ESENTTIA S.A.,BOLÍVAR,CARTAGENA DE INDIAS,2013,Fabricación de plásticos en formas primarias
890112475, CI ENERGIA SOLAR SAS ESWINDOWS,ATLÁNTICO,BARRANQUILLA,2511,Fabricación de productos metálicos para uso estructural
901210452,TERPEL EXPORTACIONES C.I. S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4731,Comercio al por menor de combustible para automotores
830114921,COLOMBIA MOVIL S A E S P,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6120,Actividades de telecomunicaciones inalámbricas
900604350,ALIANZA MEDELLIN ANTIOQUIA EPS S.A.S. 'SAVIA SALUD EPS',ANTIOQUIA,MEDELLÍN,8430,Actividades de planes de seguridad social de afiliación obligatoria
860031606,DIANA CORPORACION SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1051,Elaboración de productos de molinería
860078828,COMPAÑIA DE MEDICINA PREPAGADA COLSANITAS S A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8699,Otras actividades de atención de la salud humana
890900291,SOLLA S.A.,ANTIOQUIA,ITAGÜÍ,1090,Elaboración de alimentos preparados para animales
899999094,"EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BOGOTÁ E.S.P","BOGOTÁ, D.C.","BOGOTÁ, D.C.",3600,"Captación, tratamiento y distribución de agua"
860002304,GENERAL MOTORS - COLMOTORES S.A. ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2910,Fabricación de vehículos automotores y sus motores
860004828,ALIMENTOS FINCA S.A.S.,ANTIOQUIA,ENVIGADO,1090,Elaboración de alimentos preparados para animales
900323853,TELEPERFORMANCE COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8220,Actividades de centros de llamadas (call center)
891304762,ITALCOL DE OCCIDENTE S.A.,VALLE DEL CAUCA,PALMIRA,1090,Elaboración de alimentos preparados para animales
900943243,SURAMERICA COMERCIAL SAS,VALLE DEL CAUCA,SANTIAGO DE CALI,4719,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco"
900736182,APPLE COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática"
860069378,CERRO MATOSO S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0723,Extracción de minerales de níquel
890300546,COLGATE PALMOLIVE COMPAÑIA,VALLE DEL CAUCA,SANTIAGO DE CALI,2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
900166687,CONTINENTAL GOLD LIMITED SUCURSAL COLOMBIA,ANTIOQUIA,MEDELLÍN,0722,Extracción de oro y otros metales preciosos
900017447,FALABELLA DE COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4719,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco"
900232454,LINEA AEREA CARGUERA DE COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5111,Transporte aéreo nacional de pasajeros
890101691,GASES DEL CARIBE S.A. EMPRESA DE SERVICIOS PUBLICOS ,ATLÁNTICO,BARRANQUILLA,3520,Producción de gas; distribución de combustibles gaseosos por tuberías
890201881,AVSA SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0145,Cría de aves de corral
819001667,PETROLEOS DEL MILENIO  S.A.S,ATLÁNTICO,BARRANQUILLA,4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
860025900,ALPINA PRODUCTOS ALIMENTICIOS S.A.S BIC,CUNDINAMARCA,SOPÓ,1040,Elaboración de productos lácteos
800197463,POLLOS EL BUCANERO S. A.,VALLE DEL CAUCA,SANTIAGO DE CALI,1011,Procesamiento y conservación de carne y productos cárnicos
860004864,"SIERRACOL ENERGY ANDINA, LLC.","BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
860006333,YARA COLOMBIA S.A.,BOLÍVAR,CARTAGENA DE INDIAS,2012,Fabricación de abonos y compuestos inorgánicos nitrogenados
800116164,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,BOLÍVAR,CARTAGENA DE INDIAS,5222,Actividades de puertos y servicios complementarios para el transporte acuático
900298372,CAPITAL SALUD EPSS S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8430,Actividades de planes de seguridad social de afiliación obligatoria
900667590,INTERCOLOMBIA S.A. E.S.P,ANTIOQUIA,MEDELLÍN,3512,Transmisión de energía eléctrica
890201230,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,SANTANDER,BUCARAMANGA,3514,Comercialización de energía eléctrica
860002130,NESTLE DE COLOMBIA S.A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1089,Elaboración de otros productos alimenticios n.c.p.
890903532,INDUSTRIA COLOMBIANA DE CAFE S.A.S.,ANTIOQUIA,MEDELLÍN,1062,"Descafeinado, tostión y molienda del café"
900319753,PRICESMART COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco"
900134459,TRANSPORTADORA DE GAS INTERNACIONAL S.A. E.S.P.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4930,Transporte por tuberías
860002523,CEMEX COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0811,"Extracción de piedra, arena, arcillas comunes, yeso y anhidrita"
900491889,MASSER S.A.S ,ATLÁNTICO,BARRANQUILLA,4731,Comercio al por menor de combustible para automotores
890904224,C.I. UNIÓN DE BANANERO DE URABÁ S.A. - UNIBÁN,ANTIOQUIA,MEDELLÍN,4631,Comercio al por mayor de productos alimenticios
800149384,CLINICA COLSANITAS SA,ANTIOQUIA,MEDELLÍN,8610,"Actividades de hospitales y clínicas, con internación"
860002518, UNILEVER ANDINA COLOMBIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
890920304,PEPSICO ALIMENTOS COLOMBIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1089,Elaboración de otros productos alimenticios n.c.p.
830010738,C.I. SUNSHINE BOUQUET S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0125,Cultivo de flor de corte
800185295,MARILO SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4111,Construcción de edificios residenciales
860041312,C.I. PRODECO S.A.,ATLÁNTICO,BARRANQUILLA,4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
900703240,MAZDA DE COLOMBIA S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos
890900161,PRODUCTOS FAMILIA SA,ANTIOQUIA,MEDELLÍN,1709,Fabricación de otros artículos de papel y cartón
860053930,"SIERRACOL ENERGY ARAUCA, LLC. ","BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
891100445,ORF S.A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1051,Elaboración de productos de molinería
860007277,MEXICHEM RESINAS COLOMBIA SAS,BOLÍVAR,CARTAGENA DE INDIAS,2013,Fabricación de plásticos en formas primarias
830113630,ZONA FRANCA CELSIA S.A. E.S.P.,ATLÁNTICO,BARRANQUILLA,3511,Generación de energía eléctrica
900059238,MAKRO SUPERMAYORISTA SAS ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4690,Comercio al por mayor no especializado
890300406,CARTON DE COLOMBIA S.A.,VALLE DEL CAUCA,YUMBO,1701,Fabricación de pulpas (pastas) celulósicas; papel y cartón
900082143,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P,ATLÁNTICO,BARRANQUILLA,3511,Generación de energía eléctrica
800167643,GASES DE OCCIDENTE S.A. E.S.P.,VALLE DEL CAUCA,SANTIAGO DE CALI,3520,Producción de gas; distribución de combustibles gaseosos por tuberías
900306309,ARIS MINING SEGOVIA,ANTIOQUIA,MEDELLÍN,0722,Extracción de oro y otros metales preciosos
890105526,PROMIGAS S.A. E.S.P.,ATLÁNTICO,BARRANQUILLA,4930,Transporte por tuberías
811036030,COMPAÑIA NACIONAL DE CHOCOLATES S.A.S.,ANTIOQUIA,MEDELLÍN,1082,"Elaboración de cacao, chocolate y productos de confitería"
800229035,TECNOGLASS S.A.S.,ATLÁNTICO,BARRANQUILLA,2310,Fabricación de vidrio y productos de vidrio
800018359,BEL STAR S.A.,CUNDINAMARCA,TOCANCIPÁ,2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
800011987,TENARIS TUBOCARIBE LTDA,BOLÍVAR,TURBACO,2592,Tratamiento y revestimiento de metales; mecanizado
901351676,GRUPO BICENTENARIO SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7010,Actividades de administración empresarial
891300382,HARINERA DEL VALLE S.A.  ,VALLE DEL CAUCA,PALMIRA,1051,Elaboración de productos de molinería
860001942,BAYER S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2021,Fabricación de plaguicidas y otros productos químicos de uso agropecuario
900291798,CI ADM COLOMBIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4620,Comercio al por mayor de materias primas agropecuarias; animales vivos
800185781,AERO REPUBLICA S A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5111,Transporte aéreo nacional de pasajeros
900087414,RIOPAILA CASTILLA S.A.,VALLE DEL CAUCA,SANTIAGO DE CALI,1071,Elaboración y refinación de azúcar
811011779,RENTING COLOMBIA SAS,ANTIOQUIA,MEDELLÍN,7710,Alquiler y arrendamiento de vehículos automotores
899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. E.S.P.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6110,Actividades de telecomunicaciones alámbricas
811014994,COMPAÑÍA DE GALLETAS NOEL S.A.S.,ANTIOQUIA,MEDELLÍN,1089,Elaboración de otros productos alimenticios n.c.p.
860074450,QUALA S.A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1089,Elaboración de otros productos alimenticios n.c.p.
860516431,GRAN TIERRA ENERGY COLOMBIA GMBH SUCURSAL COLOMBIA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
890916911,INDUSTRIA COLOMBIANA DE MOTOCICLETAS YAMAHA S.A.,ANTIOQUIA,GIRARDOTA,3091,Fabricación de motocicletas
890932389,TERNIUM COLOMBIA SAS,ANTIOQUIA,ITAGÜÍ,4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
860029995,ACERIAS PAZ DE RIO S A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2410,Industrias básicas de hierro y de acero
860002536,COMPAÑÍA COLOMBIANA DE CERAMICA S.A.S ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2393,Fabricación de otros productos de cerámica y porcelana
860047657,INCHCAPE COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos
800141770,C.I. ACEPALMA S.A. ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4620,Comercio al por mayor de materias primas agropecuarias; animales vivos
800149149,ALIMENTOS BALANCEADOS TEQUENDAMA S.A. ALBATEQ S.A.,CUNDINAMARCA,FUNZA,1090,Elaboración de alimentos preparados para animales
811025289,NOVAVENTA S.A.S ,ANTIOQUIA,MEDELLÍN,4799,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados"
800039996,KUEHNE+ NAGEL S.A.S  ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5229,Otras actividades complementarias al transporte
900196778,ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0610,Extracción de petróleo crudo
860001307,"""DISTRIBUIDORA NISSAN S.A. 
""","BOGOTÁ, D.C.","BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos
900824185,HP COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
890301690,INGREDION COLOMBIA SA,VALLE DEL CAUCA,SANTIAGO DE CALI,1052,Elaboración de almidones y productos derivados del almidón
890324177,FUNDACION VALLE DEL LILI,VALLE DEL CAUCA,SANTIAGO DE CALI,8621,"Actividades de la práctica médica, sin internación"
830067394,MERCADOLIBRE COLOMBIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6209,Otras actividades de tecnologías de información y actividades de servicios informáticos
830004993,CASATORO SA BIC,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos
900118612,COMERCIALIZADORA INTERNACIONAL DE METALES PRECIOSOS DE COLOMBIA SA,ANTIOQUIA,MEDELLÍN,4662,Comercio al por mayor de metales y productos metalíferos
901012419,SUCAFINA COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4620,Comercio al por mayor de materias primas agropecuarias; animales vivos
900203441,OLEODUCTO DE LOS LLANOS S.A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4930,Transporte por tuberías
860051812,HALLIBURTON LATIN AMERICA S.R.L. SUCURSAL COLOMBIA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0910,Actividades de apoyo para la extracción de petróleo y de gas natural
890900266,GRUPO ARGOS S.A.,ANTIOQUIA,MEDELLÍN,6613,Otras actividades relacionadas con el mercado de valores
890106527,PROCAPS S.A,ATLÁNTICO,BARRANQUILLA,2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
890500514,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,3514,Comercialización de energía eléctrica
800000946,PROCTER & GAMBLE COLOMBIA LTDA ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4649,Comercio al por mayor de otros utensilios domésticos n.c.p.
901339011,METRO LINEA 1 SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4210,Construcción de carreteras y vías de ferrocarril
860513970,COMERCIALIZADORA INTERNACIONAL MILPA SOCIEDAD ANONIMA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
805001157,ENTIDAD PROMOTORA DE SALUD SERVICIO OCCIDENTAL DE SALUS EPS SOS S.A.,VALLE DEL CAUCA,SANTIAGO DE CALI,8430,Actividades de planes de seguridad social de afiliación obligatoria
891300237,INGENIO DEL CAUCA S.A.S.       ,VALLE DEL CAUCA,SANTIAGO DE CALI,1071,Elaboración y refinación de azúcar
815000863,AVIDESA DE OCCIDENTE S.A.,VALLE DEL CAUCA,BUGALAGRANDE,0145,Cría de aves de corral
800186960,ALTIPALS.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4690,Comercio al por mayor no especializado
800035776,NEXSYS DE COLOMBIA  SAS,CUNDINAMARCA,COTA,4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática"
900464054,SURA ASSET MANAGEMENT S.A.,ANTIOQUIA,MEDELLÍN,6613,Otras actividades relacionadas con el mercado de valores
890400869,SURTIDORA DE GAS DEL CARIBE S.A. E.S.P.,BOLÍVAR,CARTAGENA DE INDIAS,3520,Producción de gas; distribución de combustibles gaseosos por tuberías
900136638,CERVECERIA DEL VALLE SAS ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1103,"Producción de malta, elaboración de cervezas y otras bebidas malteadas"
890300431,CABLES DE ENERGIA Y DE TELECOMUNICACIONES S.A.S,VALLE DEL CAUCA,YUMBO,2731,Fabricación de hilos y cables eléctricos y de fibra óptica
890900050,GRUPO NUTRESA S.A,ANTIOQUIA,MEDELLÍN,6613,Otras actividades relacionadas con el mercado de valores
