NIT,RAZON_SOCIAL,DEPARTAMENTO,MUNICIPIO,CIIU,DESCRIPCION_CIIU
811009329,EMPRESAS PÚBLICAS DE LA CEJA E.S.P.,ANTIOQUIA,LA CEJA,3811,Recolección de desechos no peligrosos
900949435,ADBID LATINOAMERICA S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7310,Publicidad
901027490,FRANCE MEDIAS MONDE LATINA S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",9004,Creación audiovisual
801004314,AGREGADOS TETUAN SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
811014901,MICRO INVERSIONES SAS,ANTIOQUIA,MEDELLÍN,7010,Actividades de administración empresarial
900902943,AMBAR UNO DISEÑO Y CONSTRUCCION SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4111,Construcción de edificios residenciales
900419042,MOGACON S.A.S,ANTIOQUIA,ENVIGADO,4390,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil
900163080,COMERCIALIZADORA DE PRENDAS TEXTILES SAS,ANTIOQUIA,LA ESTRELLA,4641,"Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico"
900743695,PHOENIX CONTACT SAS ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
901544539,DELIFLOR AMERICAS S.A.S.,ANTIOQUIA,LA CEJA,0125,Cultivo de flor de corte
901166119,GLOBAL DE SEGURIDAD ZOMAC LTDA,CAQUETÁ,FLORENCIA,8010,Actividades de seguridad privada
900862431,PROYECTO PARIS PARQUE RESIDENCIAL S.A.S.,ANTIOQUIA,MEDELLÍN,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados
860515558,BRASILEÑA CARNES FRIAS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1011,Procesamiento y conservación de carne y productos cárnicos
900179561,PRA HEALTH SCIENCES COLOMBIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7210,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería
900064172,JOHANA ORTIZ Y CIA SAS,VALLE DEL CAUCA,SANTIAGO DE CALI,1410,"Confección de prendas de vestir, excepto prendas de piel"
900428743,CONFIRMEZA S.A.S.  ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6494,Otras actividades de distribución de fondos
830097622,PANEL ROCK COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4330,Terminación y acabado de edificios y obras de ingeniería civil
811023675,UROCLIN S.A.S,ANTIOQUIA,MEDELLÍN,8621,"Actividades de la práctica médica, sin internación"
830051519,V&S COMERCIAL SAS,CUNDINAMARCA,FUNZA,4774,Comercio al por menor de otros productos nuevos en establecimientos especializados
900819239,ALTADIS FARMACEUTICA S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
805026286,INVERCERAMICAS SAS,VALLE DEL CAUCA,SANTIAGO DE CALI,4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
901299408,HYBRICO COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4649,Comercio al por mayor de otros utensilios domésticos n.c.p.
800097991,INGENIERIA CONSULTORIA Y PLANEACION INCOPLAN SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7112,Actividades de ingeniería y otras actividades conexas de consultoría técnica
830047078,SIEGWERK COLOMBIA LTDA,CUNDINAMARCA,FUNZA,4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario"
890923922,EMPRESA DE COSMETICOS Y SERVICIOS S.A,ANTIOQUIA,ITAGÜÍ,2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
901389657,COMERCIALIZADORA HPPL SAS COMERCIALIZADORA HPPL SAS ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
800210409,PROMOTORA Y OPERADORA DE HOTELES PROMOTEL SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5511,Alojamiento en hoteles
860031776,LA  RES SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
900525171,EXCABAR S.A.S ,ANTIOQUIA,RIONEGRO,4923,Transporte de carga por carretera
890903736,PROMOTORA DE HOTELES MEDELLIN S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5511,Alojamiento en hoteles
900120195,ATRYS COLOMBIA S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8621,"Actividades de la práctica médica, sin internación"
830083756,ACJ HIGH VOLTAGE S.A.S,CUNDINAMARCA,TENJO,4652,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones"
860506688,CI GRODCO INGENIEROS CIVILES SAS EN REORGANIZACION,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4210,Construcción de carreteras y vías de ferrocarril
830015813,FEPROMEL SAS,CUNDINAMARCA,COTA,2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador"
806005516,SERVICIOS INDUSTRIALES Y METALMECANICOS SAS ,BOLÍVAR,CARTAGENA DE INDIAS,2592,Tratamiento y revestimiento de metales; mecanizado
900419407,INVERSIONES EL CENTRO S.A.S.,SANTANDER,BARRANCABERMEJA,4731,Comercio al por menor de combustible para automotores
901360127,EDUCACIÓN INTERNACIONAL INTEGRAL SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6810,Actividades inmobiliarias realizadas con bienes propios o arrendados
900352035,FRACTALIA COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7020,Actividades de consultoría de gestión
900421471,PRODUCTORA DE ALIMENTOS ERMITA SAS,CUNDINAMARCA,FUSAGASUGÁ,1081,Elaboración de productos de panadería
860524195,TRANSPORTES RINCON SA,CUNDINAMARCA,COTA,4921,Transporte de pasajeros
900457991,MIS IMPLANTS S A S ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4774,Comercio al por menor de otros productos nuevos en establecimientos especializados
812001579,ESE CAMU SAN RAFAEL,CÓRDOBA,SAHAGÚN,8621,"Actividades de la práctica médica, sin internación"
900171022,MOTORESTE AUTOS S.A,SANTANDER,BUCARAMANGA,4511,Comercio de vehículos automotores nuevos
890001662,AGRICOLA Y PECUARIA DEL RIO SA,QUINDÍO,ARMENIA,0121,Cultivo de frutas tropicales y subtropicales
824000064,INVERSIONES SALGUERO SAS,CESAR,VALLEDUPAR,4731,Comercio al por menor de combustible para automotores
900428423,TU CASSA SAS,CUNDINAMARCA,FUNZA,4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
900386708,INGENIERIA DE CONSTRUCCION Y MINERIA DE COLOMBIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4290,Construcción de otras obras de ingeniería civil
900344446,PROYECTOS E INVERSIONES DUBAI SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4112,Construcción de edificios no residenciales
900606675,CONSTRUCCIÓN E INTERVENTORIA LEGAL S.A.S.,ATLÁNTICO,BARRANQUILLA,7112,Actividades de ingeniería y otras actividades conexas de consultoría técnica
900086664,FRIGOSUBA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1011,Procesamiento y conservación de carne y productos cárnicos
800156165,INDUSTRIAS DE ALIMENTOS DON JACOBO SAS  EN REORGANIZACION,SANTANDER,BUCARAMANGA,1081,Elaboración de productos de panadería
805000830,FRIGOCARGO INTERNACIONAL SAS,VALLE DEL CAUCA,YUMBO,4631,Comercio al por mayor de productos alimenticios
825001800,CLINICA SOMEDA S.A.S,LA GUAJIRA,SAN JUAN DEL CESAR,8610,"Actividades de hospitales y clínicas, con internación"
900782409,DIGIOCA COLOMBIA S.A.S,CUNDINAMARCA,MOSQUERA,4631,Comercio al por mayor de productos alimenticios
860071684,MURCIA MURCIA S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4290,Construcción de otras obras de ingeniería civil
806002911,DURAMOS SAS,MAGDALENA,SANTA MARTA,4923,Transporte de carga por carretera
900424919,DYWINDAG S.A.S,ANTIOQUIA,MEDELLÍN,4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
800179562,LEGON TELECOMUNICACIONES SAS,RISARALDA,DOSQUEBRADAS,6209,Otras actividades de tecnologías de información y actividades de servicios informáticos
900174068,ACCIONES Y VALORES NUEVO MILENIO SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6613,Otras actividades relacionadas con el mercado de valores
813002940,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,HUILA,GARZÓN,8621,"Actividades de la práctica médica, sin internación"
900192134,INDUSTRIAS LA CABAÑA SA,CALDAS,RIOSUCIO,0145,Cría de aves de corral
901195387,ARRENDADORA DE VEHICULOS BLINDADOS ARMATI LIMITADA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8010,Actividades de seguridad privada
811010401,EL PUNTO DEL ASEO S.A.S.,ANTIOQUIA,MEDELLÍN,8129,Otras actividades de limpieza de edificios e instalaciones industriales
830101092,DUKE SEGURIDAD LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8010,Actividades de seguridad privada
900051107,CORAZON Y AORTA SAS,VALLE DEL CAUCA,SANTIAGO DE CALI,8610,"Actividades de hospitales y clínicas, con internación"
800046073,"AGENCIA  DE ALCOHOL EL AS LTDA
AGENCIA  DE ALCOHOL EL AS LTDA","BOGOTÁ, D.C.","BOGOTÁ, D.C.",4719,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco"
811012912,METAL ACRILATO SA,ANTIOQUIA,MEDELLÍN,2229,Fabricación de artículos de plástico n.c.p.
800165079,SUKY MOTO S.A,VALLE DEL CAUCA,TULUÁ,4541,"Comercio de motocicletas y de sus partes, piezas y accesorios"
813002358,EMPRESA DE SEGURIDAD Y VIGILANCIA PRIVADA PUMA LTDA,HUILA,NEIVA,8010,Actividades de seguridad privada
830073010,MEDIPORT SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8621,"Actividades de la práctica médica, sin internación"
800089002,CONSENSUS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6202,Actividades de consultoría informática y actividades de administración de instalaciones informáticas
800244223,K&V INENIERIA SAS,ATLÁNTICO,GALAPA,2790,Fabricación de otros tipos de equipo eléctrico n.c.p.
900323530,LA MONTAÑITA CONSTRUTIRES SAS,VALLE DEL CAUCA,SANTIAGO DE CALI,4210,Construcción de carreteras y vías de ferrocarril
900027991,TRIGUS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1081,Elaboración de productos de panadería
900866859,AGUACLARA CAPITAL S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6494,Otras actividades de distribución de fondos
821000448,TULUEÑA DE ASEO S.A. E.S.P,VALLE DEL CAUCA,PALMIRA,3811,Recolección de desechos no peligrosos
901300979,IMPORTACIONES DEL SUR SAS,VALLE DEL CAUCA,SANTIAGO DE CALI,4721,Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados
900144785,INVERSIONES MEJIA MEJIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4731,Comercio al por menor de combustible para automotores
860065278,PIZANTEX SA EN REORGANIZACION,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4641,"Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico"
830047891,SISTRAN COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6202,Actividades de consultoría informática y actividades de administración de instalaciones informáticas
900332596,CREACIONES SEX S.A.S.,ANTIOQUIA,MEDELLÍN,1410,"Confección de prendas de vestir, excepto prendas de piel"
890917032,TINTORERIA INDUSTRIAL TEÑIMOS SA,ANTIOQUIA,MEDELLÍN,1313,Acabado de productos textiles
901113871,SOSEGA COLOMBIA SAS,ANTIOQUIA,RIONEGRO,4690,Comercio al por mayor no especializado
900830307,COMERCIALIZADORA DERIVADOS CARNICOS S.A.S.,ANTIOQUIA,SABANETA,1011,Procesamiento y conservación de carne y productos cárnicos
900427222,DISTRIBUIDORA EFRATA SAS,VALLE DEL CAUCA,SANTIAGO DE CALI,4631,Comercio al por mayor de productos alimenticios
901222335,AMBIENTAL Y CONSTRUCCIONES SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4290,Construcción de otras obras de ingeniería civil
891412809,SUMINISTROS ELECTRICOS E INDUSTRIALES SUMILEC SA,RISARALDA,PEREIRA,4652,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones"
900403633,LIFE CARE SOLUTIONS SAS,CUNDINAMARCA,COTA,4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
812005190,DEPOSITO DE DROGAS PARIS LTDA,CÓRDOBA,MONTERÍA,4773,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados"
816007202,LA CONSTRUCTORA S.A.,RISARALDA,PEREIRA,4111,Construcción de edificios residenciales
830046657,SOFTWEB ASESORES SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática"
900927649,LLAYNA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7020,Actividades de consultoría de gestión
900454187,CENTROS COMERCIALES DEL SUR SAS,VALLE DEL CAUCA,SANTIAGO DE CALI,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados
891408851,ANALIZAR LABORATORIO CLINICO AUTOMATIZADO S.A.S.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8691,Actividades de apoyo diagnóstico
900185158,FASTER FUEL SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4731,Comercio al por menor de combustible para automotores
900426785,INVERTRANS RGM SAS,VALLE DEL CAUCA,YUMBO,4923,Transporte de carga por carretera
900533008,INVERSIONES FESCAR SAS,ANTIOQUIA,ITAGÜÍ,4731,Comercio al por menor de combustible para automotores
860029424,JARDINES DEL APOGEO S.A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",9603,Pompas fúnebres y actividades relacionadas
830041894,TRACTO COMERCIAL SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4653,Comercio al por mayor de maquinaria y equipo agropecuarios
830085241,COMPAÑIA ALIMENTICIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1081,Elaboración de productos de panadería
890924742,FABRICA DE CALZADO KONDOR S.A.S,ANTIOQUIA,MEDELLÍN,1521,"Fabricación de calzado de cuero y piel, con cualquier tipo de suela"
901583805,C.I CARBOMAT COLOMBIA S.A.S ,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
830099423,ABECOL DEMOLICIONES Y CONSTRUCCIONES SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4311,Demolición
830041169,INTERPOLAR SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4111,Construcción de edificios residenciales
901298972,HYBRICO SOLUCIONES COLOMBIA S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.
811023736,COSMOFLOWER S.A.S.,ANTIOQUIA,MEDELLÍN,0125,Cultivo de flor de corte
830108095,FUNDACION SUEÑO VIGILIA COLOMBIANA FUNDASUVICOL,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",8621,"Actividades de la práctica médica, sin internación"
890202024,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,SANTANDER,FLORIDABLANCA,8610,"Actividades de hospitales y clínicas, con internación"
900031259,GRUPO LOMA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4731,Comercio al por menor de combustible para automotores
900106777,SOLDEXEL LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2599,Fabricación de otros productos elaborados de metal n.c.p.
830053973,MIROAL INGENIERIA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4290,Construcción de otras obras de ingeniería civil
800252997,SERVICIOS DE INGENIERIA Y CONSTRUCCION SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7112,Actividades de ingeniería y otras actividades conexas de consultoría técnica
900802511,CONSTRUCTORA SOLANO SOLANO S.A.S.,LA GUAJIRA,BARRANCAS,4210,Construcción de carreteras y vías de ferrocarril
830026512,PRODUCTOS ARQUITECTONICOS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4690,Comercio al por mayor no especializado
900007583,ASESORIAS Y SERVICIOS TEMPORALES DE COLOMBIA S.A.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7820,Actividades de empresas de servicios temporales
900274800,MUNDIPLAS S.A.S.,ANTIOQUIA,ITAGÜÍ,2221,Fabricación de formas básicas de plástico
900978332,UNIVISION COLOMBIA S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7490,"Otras actividades profesionales, científicas y técnicas n.c.p."
890706754,GARCIA VARELA LIMITADA,TOLIMA,IBAGUÉ,4774,Comercio al por menor de otros productos nuevos en establecimientos especializados
812000344,E.S.E. HOSPITAL MONTELIBANO,CÓRDOBA,MONTELÍBANO,8610,"Actividades de hospitales y clínicas, con internación"
900219487,GRUPO ORAL HOME S.A.,ANTIOQUIA,MEDELLÍN,8622,Actividades de la práctica odontológica
811040443,BYB CONSTRUCTORES SAS,ANTIOQUIA,MEDELLÍN,4111,Construcción de edificios residenciales
900092518,ESTRUCTURAS PLASTICAS MADERPLAST S A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2229,Fabricación de artículos de plástico n.c.p.
811032967,INDUSTRIAL AERONAUTICA SAS,ANTIOQUIA,MEDELLÍN,3315,"Mantenimiento y reparación especializado de equipo de transporte, excepto los vehículos automotores, motocicletas y bicicletas"
901182915,PROMOTORA INMOBILIARIA SERENO SAS,ANTIOQUIA,MEDELLÍN,4111,Construcción de edificios residenciales
900136288,PROMOTORA LAS MERCEDES SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4111,Construcción de edificios residenciales
901122707,HACIENDA SAN BARTOLO S.A.S. ZOMAC,ANTIOQUIA,CHIGORODÓ,0122,Cultivo de plátano y banano
890201798,GALVIS RAMIREZ Y COMPAÑIA S.A.,SANTANDER,BUCARAMANGA,5813,"Edición de periódicos, revistas y otras publicaciones periódicas"
860043092,ARNESES Y GOMAS S A A Y G S A,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2219,Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.
827000355,NOWI SAS,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",SAN ANDRÉS,4773,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados"
811011956,SPE SAS,ANTIOQUIA,MEDELLÍN,5229,Otras actividades complementarias al transporte
901174364,COMERCIALIZADORA Y SUMINISTROS LA BODEGA ZOMAC SAS,ANTIOQUIA,TURBO,4631,Comercio al por mayor de productos alimenticios
830015040,COLSAGO COMUN ICACIONES SA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4290,Construcción de otras obras de ingeniería civil
800244270,INDUSTRIAS METALICAS LOS PINOS S.A.,ANTIOQUIA,ITAGÜÍ,3250,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)"
830113477,SCORPIO INVERSIONES & CIA. S. EN C.,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",6810,Actividades inmobiliarias realizadas con bienes propios o arrendados
860051227,INCOLDEXT SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4690,Comercio al por mayor no especializado
900500500,BICCO FARMS SOCIEDAD POR ACCIONES SIMPLIFICADA,CUNDINAMARCA,MADRID,0125,Cultivo de flor de corte
900467959,TEMATEXTIL SAS,CUNDINAMARCA,CHÍA,4771,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados
900506305,COMERCIALIZADORA NGG SAS,ANTIOQUIA,MEDELLÍN,4690,Comercio al por mayor no especializado
900338190,CONFECCIONES JHOKER SPORT SAS,ANTIOQUIA,MEDELLÍN,1410,"Confección de prendas de vestir, excepto prendas de piel"
900231137,FARMACERES SA,ANTIOQUIA,ENVIGADO,4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
804016540,MUNDO CROSS LTDA,SANTANDER,BUCARAMANGA,4541,"Comercio de motocicletas y de sus partes, piezas y accesorios"
860054090,INDUSTRIA NACIONAL DE ACRLICOS INACRIL SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2229,Fabricación de artículos de plástico n.c.p.
891101282,COOPERATIVA LABOYANA DE TRANSPORTADORES,HUILA,PITALITO,4731,Comercio al por menor de combustible para automotores
900518263,INDALCORSA S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4723,"Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados"
901298659,POLLOS CARDENAS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4723,"Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados"
800053110,OMEGA INGENIEROS SAS,VALLE DEL CAUCA,SANTIAGO DE CALI,4322,"Instalaciones de fontanería, calefacción y aire acondicionado"
900156879,GOMEZ NARANJO & CIA LTDA.,ATLÁNTICO,BARRANQUILLA,4742,"Comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados"
900645824,DG ANDINA AUTOMOTRIZ S.A.S.,CALDAS,MANIZALES,4511,Comercio de vehículos automotores nuevos
901424753,IMSA COMPANY SAS,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATÉ,4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos"
900422064,CENTRO ESPECIALIZADO DE UROLOGIA S.A.S,HUILA,NEIVA,8610,"Actividades de hospitales y clínicas, con internación"
901236390,BABY RETAIL SAS,CÓRDOBA,MONTERÍA,4771,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados
900993053,DISTRIBUCIONES SAN JERONIMO SAS,ANTIOQUIA,MEDELLÍN,4690,Comercio al por mayor no especializado
900336958,INVERSIONES ESCALA DE COLOMBIA SAS,VALLE DEL CAUCA,SANTIAGO DE CALI,4620,Comercio al por mayor de materias primas agropecuarias; animales vivos
900067136,E.S.E. HOSPITAL REGIONAL DE VELEZ,SANTANDER,VÉLEZ,8610,"Actividades de hospitales y clínicas, con internación"
900380505,EMPAQUES FLEXIBLES DE COLOMBIA S A CON EL NOMBRE ABREVIADO DE EMPAFLEXCO S A EN REORGANIZACION,CUNDINAMARCA,SOACHA,3290,Otras industrias manufactureras n.c.p.
900777243,GRUPO CIOSA SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4530,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores"
800189984,IMÁGENES DIAGNOSTICAS S.A.,RISARALDA,PEREIRA,8691,Actividades de apoyo diagnóstico
900116641,GUAMITO S.A.S.,ANTIOQUIA,MEDELLÍN,0125,Cultivo de flor de corte
900452868,2MYW SAS,VALLE DEL CAUCA,YUMBO,4722,"Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados"
901047292,GEOSUPPLY SOLUCIONES AMBIENTALES SAS,CUNDINAMARCA,COTA,4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
890320488,INDUSTRIAS MACAR PALMIRA SAS,VALLE DEL CAUCA,PALMIRA,2022,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
900322513,PROVEEDORA INTERNACIONAL DE TALADROS SAS,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0910,Actividades de apoyo para la extracción de petróleo y de gas natural
901221353,ORTOCLINIC DEL CARIBE S.A.S.,ATLÁNTICO,BARRANQUILLA,8610,"Actividades de hospitales y clínicas, con internación"
900027294,DOORS & TOPS S.A.S,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1630,"Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción"
825001722,INDUSTRIA SALINERA DEL CARIBE SAS,LA GUAJIRA,URIBIA,1089,Elaboración de otros productos alimenticios n.c.p.
860526787,TGT GAMAS SAS,CUNDINAMARCA,TOCANCIPÁ,0910,Actividades de apoyo para la extracción de petróleo y de gas natural
900227871,AVALON PHARMACEUTICAL,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador"
800155894,INVERSIONES LOPEZ CADAVID Y CIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",4541,"Comercio de motocicletas y de sus partes, piezas y accesorios"
800136199,GUTIERREZ E HIJOS SAS,CALDAS,MANIZALES,0121,Cultivo de frutas tropicales y subtropicales
901171979,LARKEN SECURITY LTDA,SANTANDER,PIEDECUESTA,8010,Actividades de seguridad privada
901263134,EMPRESA DE SERVICIO E INVERSIONES CONTRERAS SAS,CESAR,LA GLORIA,4731,Comercio al por menor de combustible para automotores
811017810,ESE HOSPITAL DEL SUR GABRIEL JARAMILLO PIEDRAHITA,ANTIOQUIA,ITAGÜÍ,8610,"Actividades de hospitales y clínicas, con internación"
811031709,COLORS SAS,ANTIOQUIA,ENVIGADO,1410,"Confección de prendas de vestir, excepto prendas de piel"
900065822,RIVARCA SAS,CASANARE,YOPAL,3520,Producción de gas; distribución de combustibles gaseosos por tuberías
901252919,LICORES ABURRA SAS,ANTIOQUIA,MEDELLÍN,4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco"
811024214,SILICAUCHO SAS,ANTIOQUIA,LA ESTRELLA,2219,Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.
800152394,COOPERATIVA ESPECIALIZADA EN SEGURIDAD Y ESCOLTAS PROFESIONALES DE COLOMBIA,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,8010,Actividades de seguridad privada
805006745,MODA ACTUAL S A S,VALLE DEL CAUCA,SANTIAGO DE CALI,1410,"Confección de prendas de vestir, excepto prendas de piel"
900130730,DISTRIBUIDORA CERMICAS MODERNA DEL CAUCA SA,CAUCA,POPAYÁN,4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción"
860522754,ARCELANDIA SAS ,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",0141,Cría de ganado bovino y bufalino
800247308,INERCO CONSULTORIA COLOMBIA LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",7490,"Otras actividades profesionales, científicas y técnicas n.c.p."
901199553,INVERSIONES TIERRA PROMETIDA SAS,ATLÁNTICO,BARRANQUILLA,4631,Comercio al por mayor de productos alimenticios
